WT_0.1	KO_0.1	KO_0.2	WT_1.1	WT_1.2	KO_1.1	KO_1.2	WT_3.1	KO_3.1	KO_3.2	WT_8.1	WT_8.2	KO_8.1	KO_8.2
Itgae	1.274230824	0.800756618	-0.514478585	1.749872877	6.066353699	0.694885187	-0.899477787	-1.653060943	-0.036217296	3.326209124	-2.121595173	-0.924018092	-1.848632233	-0.240265677
Ctns	5.041396656	5.891320919	5.330273325	5.88503246	6.066353699	5.252261856	4.899264005	4.496686176	3.870673299	3.326209124	-2.121595173	-0.924018092	-1.848632233	0.652819119
P2rx5	3.913641109	0.301185609	2.728975452	-1.057482045	6.066353699	0.042808491	0.685484714	0.668867152	1.243890623	3.326209124	-0.536632673	0.660944409	0.353001628	-3.047620599
Shpk	2.783244472	-2.234867292	-2.280013332	-1.057482045	6.066353699	2.364736586	-2.484440288	-0.068098443	-0.036217296	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Ephb3	6.761143179	4.896475247	3.706397604	6.489412415	6.066353699	3.864810189	5.329340903	3.476222074	3.695586593	3.326209124	-2.121595173	2.245906909	2.649618635	0.952379401
Tuft1	5.49860361	3.906728987	4.69497478	5.837335718	6.066353699	3.805309177	4.548982714	3.901527908	2.711016633	3.326209124	-2.121595173	-0.924018092	-1.848632233	-1.047620599
Rcn1	9.130776064	7.329282198	7.14499271	8.715657162	7.6513162	6.855673394	7.450724762	8.120078263	6.507366963	4.911171624	4.592650344	3.719838098	4.715136046	4.499273861
Trap1	8.307653826	7.591998935	8.012078188	7.076944275	6.066353699	7.569726854	7.980105463	7.431747445	7.146531745	4.911171624	5.826772058	5.583776548	7.756106302	7.054355072
Kptn	4.049524537	3.514666976	4.580452927	2.642957673	6.066353699	3.864810189	3.890599144	3.556392422	3.133707705	3.326209124	1.048329828	-0.924018092	4.024196527	2.161832766
Napa	7.769778404	7.096497559	7.613894883	7.746648976	6.066353699	7.358281563	7.06822881	7.16392268	6.662239335	5.648137218	3.65976454	4.285435274	6.52727603	6.718908309
Vps54	7.035270553	7.561172317	7.098931729	6.426333732	6.066353699	6.934158235	6.621468221	6.211125201	5.901261619	5.648137218	3.432993678	-0.924018092	4.919552092	4.19078414
Ctsb	7.786895326	7.154441381	7.621155264	7.339122736	6.066353699	6.788122666	7.224643525	6.341292494	6.626069599	6.133564046	4.321348323	2.245906909	5.936656748	5.214474246
Tbcb	7.97573723	5.827988364	7.912032847	6.843384763	8.388281794	6.784275477	7.224643525	6.897685842	6.95246739	5.648137218	5.038276164	3.163444749	6.134361342	5.999503313
Inpp5k	5.758666449	4.896475247	5.200574939	5.542430797	6.066353699	4.766835029	5.015405599	5.115123382	4.145112468	3.326209124	-0.536632673	2.535413527	1.186991677	3.14220396
Crkl	8.454139914	8.500688732	8.557456921	7.846399801	7.6513162	8.120387217	8.530277642	7.366529785	7.237245309	7.84977108	4.448260435	4.690691752	4.540246106	3.552292243
Lrwd1	7.508956156	7.20017784	7.024223893	6.410123505	7.6513162	6.655413746	7.514150142	6.040426014	6.203551694	5.648137218	5.262109119	4.285435274	5.257799845	4.499273861
Upk3bl	0.381146028	1.918938044	0.256039569	-1.057482045	6.066353699	-0.442618337	-2.484440288	-1.653060943	-1.258609718	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Prss16	2.931343111	1.465572426	4.456050296	-1.057482045	6.066353699	3.949699086	2.270447214	-1.653060943	2.582692536	3.326209124	0.200332922	-0.924018092	-1.848632233	-3.047620599
Cdkal1	6.893463227	6.182141295	6.263018489	6.867330459	6.066353699	6.288021619	6.910022407	6.068038245	6.308712624	4.911171624	1.785295422	2.245906909	4.341192326	3.720563726
Rhox6	2.618185225	4.625598967	4.389580419	1.749872877	6.066353699	3.949699086	3.924950648	2.253829652	4.413815624	3.326209124	-2.121595173	-0.924018092	4.715136046	4.274307496
Clcnkb	1.966108529	1.171125068	1.125979028	-1.057482045	6.066353699	-2.764546431	1.422450308	2.990795247	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	0.274307496
Fam131c	2.217647296	0.800756618	3.760002347	2.849408551	6.066353699	2.093434564	1.422450308	2.434401898	1.063318377	3.326209124	-0.536632673	-0.924018092	-1.848632233	1.596235591
Fblim1	10.698074	8.743128077	8.64375982	10.23771291	6.066353699	8.685118107	8.473387273	9.724691852	7.850785669	4.911171624	6.177612845	6.370602657	5.864238635	4.900746632
Serpinb9b	3.983182042	3.379842552	1.873792004	2.112442957	6.066353699	2.520855787	3.130269556	1.154293979	2.110624092	3.326209124	-2.121595173	-0.924018092	2.096226213	2.039842242
Epor	-0.841246393	0.800756618	2.218237536	-1.057482045	6.066353699	0.935893287	1.907877135	-1.653060943	1.911315284	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Ccdc159	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-0.442618337	0.685484714	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	1.411811019
Atp6v1b2	10.35330529	8.90225194	9.121826159	10.36300457	8.388281794	9.242831302	9.01689933	9.561865245	8.511228126	7.413671965	6.43682554	5.615140719	5.531612358	5.932518978
Ttc5	5.533793038	4.945041798	5.513102224	4.775407969	6.066353699	5.459455243	4.810180461	4.946851899	4.001917832	3.326209124	0.685759749	2.245906909	2.399295281	1.906575711
Aamp	9.994014525	8.669165141	9.115413695	9.290139324	6.066353699	8.457644707	8.187100779	8.837789934	8.286354715	7.233099719	6.374259854	4.567835004	7.477347747	7.093209172
Kmt2b	7.255029518	6.731493956	7.488501848	7.922657533	6.066353699	6.590804665	5.987234927	7.176661792	5.699459602	3.326209124	-0.536632673	3.83086941	4.024196527	4.219165942
Upk1a	3.246216448	3.954957267	4.208630208	1.26444605	6.066353699	1.483381082	2.373540707	2.047378775	3.599371277	3.326209124	-2.121595173	-0.924018092	-1.848632233	1.906575711
Ggt1	-2.426208894	1.465572426	3.592815428	-1.057482045	6.066353699	1.990341071	0.685484714	-1.653060943	0.6158594	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Cbfa2t3	-2.426208894	1.465572426	-2.280013332	-1.057482045	6.066353699	0.40537857	0.685484714	-1.653060943	0.6158594	3.326209124	-2.121595173	-0.924018092	-1.848632233	1.596235591
Gcat	6.311883366	5.748126283	6.548440542	5.931202642	6.066353699	5.993676783	6.170195741	5.641559806	5.714848495	4.911171624	4.592650344	0.660944409	5.864238635	5.336083693
Elovl1	6.291467529	4.74012082	5.365284832	4.151971321	6.066353699	3.805309177	5.316459612	4.916794665	3.897894768	4.911171624	1.048329828	-0.924018092	1.186991677	2.161832766
Tpbg	3.55107103	5.145377299	4.045517	-1.057482045	6.066353699	4.435125913	4.772947555	-0.068098443	3.264952238	3.326209124	-2.121595173	0.660944409	-1.848632233	0.952379401
Cdc20	10.95032352	10.88708706	9.825698789	10.40450891	9.236278701	9.542369682	11.09145344	9.771630248	9.121851347	7.970065313	6.909071963	5.734193391	6.909590982	6.544836438
Nectin4	3.128379958	1.709991154	2.496090656	-1.057482045	6.066353699	-0.442618337	1.422450308	0.668867152	-0.521644124	3.326209124	-0.536632673	-0.924018092	-1.848632233	-3.047620599
Peds1	5.450308053	5.478003576	5.942057024	4.919797879	6.066353699	4.812882397	5.137611532	4.074859511	4.189850783	8.752473878	0.200332922	-0.924018092	3.73030648	0.952379401
Srm	9.027576162	7.912083167	9.115413695	8.672138699	8.873708621	8.607774523	8.317268071	8.18456699	8.029102662	5.648137218	3.304669581	5.790227426	6.744572121	6.015774482
Epha2	9.029632015	7.549440375	7.464484174	7.956538425	7.6513162	6.573075471	5.814767731	6.511845983	4.45104853	4.911171624	3.944494017	4.120376027	3.360821133	2.733739114
Arhgef19	2.217647296	1.171125068	2.617227094	-1.057482045	6.066353699	2.907878911	-0.899477787	-1.653060943	1.679989738	3.326209124	0.200332922	-0.924018092	-1.848632233	-0.240265677
Rbm14	8.455669814	7.687865758	8.153989314	7.840363411	6.066353699	7.368595781	8.073023414	7.53429113	7.009737337	6.496134125	4.564905354	2.535413527	5.734826677	5.506968252
Actn3	-0.841246393	0.800756618	3.592815428	1.749872877	6.066353699	3.166190906	2.644842729	-1.653060943	0.6158594	3.326209124	-2.121595173	-0.924018092	-1.848632233	2.161832766
Sptbn1	8.218548699	8.341994922	7.82668046	8.521833893	7.6513162	7.681502975	8.21339607	7.952418575	7.684881892	7.026648842	4.997345899	4.857341621	6.979821641	6.998139062
Zdhhc24	4.957495399	4.595489456	4.69497478	4.36878271	7.6513162	4.619157861	3.81934046	3.476222074	3.785784402	3.326209124	2.633292329	1.397910003	0.353001628	0.952379401
Slc34a3	0.743716108	1.465572426	3.760002347	-1.057482045	6.066353699	2.661718323	2.644842729	-1.653060943	2.711016633	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Nsmf	2.859193325	-0.469332545	-0.514478585	2.849408551	6.066353699	0.694885187	1.603022554	-0.068098443	-2.843572219	3.326209124	-2.121595173	-0.924018092	1.186991677	-3.047620599
Pdk1	8.111980038	8.706620541	8.424754908	8.149532275	7.6513162	8.366667474	8.85039164	7.078258088	7.463628591	7.413671965	4.21825483	3.599543864	5.401192316	4.544836438
Prtn3	1.274230824	-2.234867292	-2.280013332	-1.057482045	6.066353699	-0.442618337	-2.484440288	2.870501013	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Mvd	6.409841461	5.951989776	5.399466768	6.442363842	6.066353699	5.148342905	5.995339976	4.413028247	4.254459864	4.911171624	3.65976454	3.719838098	3.048608193	1.411811019
Stimate	6.029118326	4.992026522	5.675345974	5.481676766	6.066353699	5.241078118	5.3547635	5.24175682	4.607638893	3.326209124	1.785295422	-0.924018092	2.399295281	0.952379401
Wnt6	6.565312952	0.301185609	-0.514478585	6.180922694	6.066353699	0.935893287	1.603022554	5.312723341	-0.521644124	3.326209124	1.337836445	1.397910003	0.353001628	-1.047620599
Wnt10a	3.639880297	1.171125068	-2.280013332	-1.057482045	6.066353699	-0.442618337	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Atp7b	2.783244472	1.465572426	1.125979028	-1.057482045	6.066353699	0.40537857	1.21599943	3.101826559	1.063318377	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Rundc3a	5.089490944	2.877832841	4.283754947	5.71070228	6.066353699	4.454622089	2.725013078	3.204920052	3.34625234	3.326209124	-2.121595173	-0.924018092	3.360821133	-0.240265677
Runx1t1	4.692732179	5.558248264	5.16127094	4.227920174	6.066353699	4.601775783	4.916439149	2.047378775	2.989317796	3.326209124	-0.536632673	-0.924018092	-1.848632233	0.274307496
Snai3	4.974670542	2.541236696	3.861582947	5.762696917	6.066353699	3.425278127	4.309975579	4.496686176	3.496277784	3.326209124	-2.121595173	-0.924018092	-1.848632233	0.274307496
Gtf2h1	8.77284993	8.729329155	8.2624382	7.694062014	6.066353699	8.291413803	7.955390596	7.157510692	7.112077689	5.648137218	3.944494017	-0.924018092	4.919552092	3.361770337
Tcf23	2.527987416	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	1.806370675	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Nphs1	7.171843606	8.065485269	7.778790186	6.769066442	6.066353699	7.41411842	6.573551435	6.646147075	6.805683959	6.133564046	2.12633234	2.535413527	4.659162407	4.274307496
Aplp1	8.522888262	6.192235995	7.406837322	8.64469064	6.066353699	7.028243863	5.690485395	7.587730389	5.973411405	6.133564046	4.028151946	4.63057076	5.43491919	4.499273861
Qrich1	8.990060851	9.112200366	8.730235019	8.678919886	6.066353699	8.520277669	9.308756571	7.680094407	7.910480149	5.648137218	5.058313917	4.63057076	5.257799845	5.156950545
P4htm	3.877571854	2.263383576	4.488170993	3.334835378	6.066353699	-0.442618337	2.873111717	3.204920052	2.582692536	3.326209124	-2.121595173	-0.924018092	-1.848632233	2.039842242
Pola1	7.330347429	6.077108023	5.675345974	5.90830224	6.066353699	5.918448152	5.521184261	5.954269371	4.624033332	4.911171624	4.21825483	0.660944409	2.096226213	0.952379401
D130043K22Rik	-2.426208894	-2.234867292	-2.280013332	3.029980796	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	8.880797975	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Gmnn	8.55892148	8.181508025	7.595582452	7.485549775	7.6513162	7.996173516	7.971914127	6.842794084	6.58059407	6.133564046	1.048329828	2.535413527	5.180378854	3.552292243
Acot13	6.785679401	6.441089741	6.525408114	6.180922694	6.066353699	6.696933016	6.226366146	6.068038245	5.979795021	4.911171624	4.321348323	2.245906909	4.715136046	3.018468591
Cdk4	10.31715291	9.141149539	9.852165049	10.23886064	6.066353699	9.396900416	9.276695362	10.16512176	8.775272083	8.081096626	6.968517246	7.356752678	8.418388493	8.154503225
Pip4k2a	4.368206972	4.595489456	4.72223912	4.071800972	6.066353699	3.893665051	4.881881927	2.047378775	3.306174901	4.911171624	-2.121595173	0.660944409	-1.848632233	1.411811019
B4galnt1	3.763615665	3.150563746	4.129377604	3.80049895	6.066353699	0.935893287	1.907877135	-1.653060943	0.326352783	3.326209124	-2.121595173	-0.924018092	-1.848632233	1.596235591
Mettl1	6.305110137	6.398127905	7.018736616	6.534974992	6.066353699	6.266120705	6.104274348	5.585343796	4.336336871	5.648137218	3.809142164	0.660944409	1.186991677	0.652819119
Tph2	1.274230824	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	0.685484714	-1.653060943	0.6158594	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Saa3	2.328678608	2.877832841	4.208630208	1.749872877	6.066353699	3.743248209	3.855409715	4.277676394	3.599371277	3.326209124	-2.121595173	0.660944409	2.399295281	3.759734323
Krt23	1.661253947	-2.234867292	-2.280013332	2.401949574	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Kat2a	8.423196207	7.637037946	8.24139081	7.250856985	6.066353699	7.386470107	7.921764718	7.195561997	7.429057566	6.133564046	5.653191886	5.184506365	6.52727603	5.941064088
Hcn1	-0.841246393	3.379842552	1.873792004	-1.057482045	6.066353699	2.727306665	3.44629705	-0.068098443	0.8568675	3.326209124	-2.121595173	-0.924018092	0.353001628	-3.047620599
Acat2	8.557497299	7.719619855	7.639147952	8.606076059	6.066353699	7.231220719	7.783516797	7.539231871	7.317559664	6.133564046	5.704953314	4.361384127	6.37922434	5.680299855
Sod2	10.08776538	8.649150553	8.477710018	9.423308156	6.066353699	8.353745802	8.461734953	9.125837533	8.25905967	7.718526546	6.568402798	7.103887905	8.045275982	7.49830917
Ik	8.853981898	8.003776285	8.53840907	8.84790496	6.066353699	8.037161928	8.57287459	8.681212342	7.790331191	4.911171624	3.606325281	4.803902363	5.43491919	5.296675309
Tmco6	3.128379958	0.800756618	2.728975452	3.029980796	6.066353699	2.189649879	-2.484440288	-1.653060943	1.404355295	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Ctnnb1	11.46965036	10.80353734	10.58219782	10.96453892	8.873708621	10.19708413	10.91095996	10.53707238	10.17619223	9.516033682	7.804700822	7.446669315	8.451720327	8.167305589
Acly	9.765775619	9.048336843	9.110263124	9.224447982	7.6513162	8.85429787	9.365355735	9.142167023	8.684393423	6.785640742	5.639956059	5.844166233	7.110790187	6.698893722
Eif1b	7.701785427	8.284179183	8.095243357	6.377146183	6.066353699	7.754106724	8.603685404	6.858691711	8.109896744	5.648137218	3.550830169	3.468299331	6.174844919	6.147136255
Chrd	3.000055861	1.918938044	1.125979028	4.497106807	6.066353699	1.879309758	-0.899477787	2.434401898	1.063318377	3.326209124	-0.536632673	-0.924018092	1.186991677	-3.047620599
Clcn2	7.479178111	5.283982537	4.946880482	6.442363842	6.066353699	5.809100756	2.159415902	6.186142845	3.870673299	3.326209124	1.785295422	0.660944409	1.186991677	-1.047620599
Ap2m1	7.657270433	5.663582941	6.786614077	7.632515926	6.066353699	6.065176304	5.532368	6.418401419	5.730074969	3.326209124	4.889632082	1.397910003	4.476898099	4.865268737
Syngr3	1.966108529	2.877832841	0.256039569	-1.057482045	6.066353699	2.444906934	1.907877135	-1.653060943	1.243890623	3.326209124	-2.121595173	0.660944409	-1.848632233	-1.047620599
Slc44a4	4.562475793	2.408988898	2.832686801	4.151971321	6.066353699	2.444906934	2.270447214	2.434401898	2.582692536	3.326209124	0.200332922	1.397910003	-1.848632233	-3.047620599
Abhd16a	6.879852795	5.145377299	5.603851823	8.234839588	7.6513162	5.31760261	4.43442295	7.131573902	4.254459864	3.326209124	3.606325281	2.776421626	2.649618635	0.952379401
Neu1	5.533793038	4.468344176	4.72223912	4.775407969	6.066353699	4.105818288	4.791684118	3.556392422	1.679989738	4.911171624	3.007687844	-0.924018092	2.096226213	-3.047620599
Ddah2	8.631105984	7.296904034	7.056716366	8.164105076	7.6513162	6.9582611	6.370428096	7.144600583	6.802086214	6.785640742	5.362220604	5.225729027	4.715136046	4.132288491
Clic1	6.790536964	6.317417548	5.716601383	7.013980318	6.066353699	6.046025203	6.357910056	5.526848147	5.714848495	5.648137218	2.522261017	2.535413527	-1.848632233	2.161832766
Ly6g6d	2.931343111	0.800756618	0.755610578	0.527480456	6.066353699	1.759015525	1.763487226	-1.653060943	-0.521644124	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Lsm2	8.736811746	8.006639249	7.941332112	8.079509067	6.066353699	7.878407792	8.4141611	7.553953377	7.17462796	7.413671965	4.564905354	2.535413527	5.592652039	5.348984182
Krt13	3.682315563	-2.234867292	-2.280013332	-1.057482045	6.066353699	0.40537857	-0.899477787	1.806370675	-2.843572219	3.326209124	-0.536632673	0.660944409	-1.848632233	-3.047620599
Myh3	-2.426208894	2.877832841	3.334696512	-1.057482045	6.066353699	1.990341071	3.070148564	-0.068098443	1.911315284	3.326209124	-0.536632673	-0.924018092	-1.848632233	-3.047620599
Krt19	3.504528444	2.877832841	3.185961133	3.986912074	6.066353699	3.425278127	0.685484714	3.204920052	2.285710798	3.326209124	-0.536632673	-0.924018092	-1.848632233	-3.047620599
Atp12a	1.033222725	3.307390758	1.873792004	0.527480456	6.066353699	1.879309758	3.348449726	-1.653060943	2.711016633	3.326209124	-2.121595173	-0.924018092	-1.848632233	0.652819119
Scube2	1.480681702	1.171125068	-2.280013332	2.642957673	6.066353699	-2.764546431	0.685484714	-1.653060943	0.8568675	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Strada	6.04546632	5.461404792	6.706966377	6.879155894	7.6513162	5.861162412	5.690485395	5.924367885	5.331353464	3.326209124	1.337836445	-0.924018092	3.360821133	2.039842242
Mrpl49	8.040377444	7.584353812	7.256428173	7.70074117	7.6513162	6.941085956	7.186215961	6.551510201	6.621994186	6.496134125	3.163807046	1.397910003	5.331276857	5.228503806
Gatad1	7.5751993	7.673525329	7.419385606	6.981436944	6.066353699	7.205559459	6.573551435	6.935653692	7.185715008	3.326209124	2.522261017	2.245906909	6.271346377	5.915275406
Pcdhac1	-0.841246393	2.101416096	-2.280013332	0.527480456	6.066353699	3.425278127	2.159415902	-1.653060943	1.404355295	3.326209124	-2.121595173	-0.924018092	3.048608193	-1.047620599
M6pr	8.331181115	8.73451923	8.198351832	7.822101205	6.066353699	8.298174336	7.728663932	7.001575085	7.623014119	6.496134125	3.944494017	0.660944409	5.813858131	4.713930633
Ppp2r1a	9.593729262	8.749978358	9.278120345	10.18509664	9.236278701	8.216307175	9.21296172	9.651290378	8.202869729	6.133564046	6.474594583	5.342768449	7.191931478	6.353258837
