"Input1" "Input2" "Input3" "Input4" "Input5" "Input6"
"Olfr1423" 0 2 3 0 0 1
"Olfr1424" 0 2 1 2 0 1
"Mir466f-1" 0 1 1 0 0 0
"Olfr1425" 1 6 0 5 0 0
"Olfr1426" 1 7 6 2 2 1
"Olfr1427" 2 4 3 5 4 2
"Olfr1428" 2 6 6 5 1 3
"Olfr76" 2 4 3 5 1 1
"Olfr1431" 0 0 0 0 0 2
"Olfr1432" 4 6 0 7 2 1
"Olfr262" 3 5 1 0 3 0
"Olfr235" 0 0 0 0 0 0
"Olfr1434" 0 0 0 1 0 0
"Olfr1436" 0 0 0 0 0 0
"Olfr1437" 0 0 0 1 0 0
"Olfr1440" 0 0 0 0 0 0
"Olfr1441" 0 0 0 0 1 0
"Pfpl" 1 0 0 0 0 0
"Mpeg1" 3 6 4 0 2 3
"Dtx4" 62 121 51 93 27 32
"Fam111a" 241 241 79 220 60 78
"A330040F15Rik" 1 2 0 2 1 3
"Gm4952" 1 0 0 0 0 0
"Glyat" 0 0 0 0 0 0
"Olfr1442" 0 0 0 0 0 0
"Olfr1443" 0 1 1 0 0 0
"Keg1" 1 4 0 0 0 1
"Zfp91Cntf" 0 0 0 0 0 0
"Cntf" 3 13 4 8 1 4
"Zfp91" 396 596 275 825 327 357
"Lpxn" 9 5 9 10 1 2
"Olfr1444" 0 0 0 0 0 0
"Olfr1445" 0 0 0 0 0 0
"Olfr1446" 0 0 0 0 0 0
"Olfr1447" 0 0 0 0 0 0
"Olfr1448" 0 0 0 0 0 0
"Olfr1449" 0 0 0 0 0 0
"Olfr1450" 0 0 0 0 0 0
"Olfr1451" 0 0 0 0 0 0
"Olfr1453" 0 0 0 0 0 0
"Olfr1454" 0 1 0 0 0 0
"Olfr1457" 0 0 0 0 0 0
"Olfr1459" 1 0 0 0 0 0
"Olfr1461" 0 0 0 0 0 0
"Olfr1462" 0 2 0 0 0 0
"Olfr1463" 0 1 0 0 0 0
"Olfr1465" 0 0 0 0 0 0
"Olfr1466" 0 0 0 0 0 0
"Olfr1467" 0 0 0 0 0 0
"Olfr1469" 0 1 0 0 0 0
"Olfr1471" 0 1 0 0 0 0
"Olfr1472" 1 0 0 0 0 0
"Olfr1474" 0 0 0 0 0 0
"Olfr1475" 0 0 0 0 0 0
"Olfr1477" 0 0 0 0 0 0
"Olfr1480" 0 0 0 1 1 0
"Olfr1484" 0 2 0 2 0 2
"Olfr1487" 2 0 1 1 2 1
"Olfr1489" 2 2 0 8 3 2
"Olfr1490" 4 0 4 17 3 3
"Olfr1491" 15 24 19 71 44 34
"Olfr1494" 53 77 29 177 79 76
"Olfr1495" 44 67 25 176 73 63
"Olfr1496" 0 0 0 0 0 0
"Olfr1497" 0 1 0 0 0 0
"Olfr1499" 0 0 0 0 0 0
"Olfr1500" 0 0 0 0 0 0
"Olfr1501" 0 3 0 0 0 0
"Olfr1502" 0 1 0 0 0 0
"Olfr1504" 0 0 1 0 0 0
"Olfr1505" 0 0 0 0 0 0
"Rnu6" 0 1 0 0 1 0
"Tle4" 2387 3286 1712 3222 1115 1167
"Psat1" 1614 1702 621 1699 596 589
"Cep78" 370 579 269 732 311 313
"C130060C02Rik" 7 9 2 6 2 4
"Gnaq" 446 805 359 1054 453 500
"E030024N20Rik" 145 218 129 268 164 129
"Mir496b" 0 2 1 2 1 1
"Gna14" 32 45 24 69 21 24
"Vps13a" 798 1487 838 2136 992 1012
"Foxb2" 0 1 1 1 0 0
"Prune2" 608 1023 558 2452 1056 1108
"Gcnt1" 132 263 116 326 144 145
"Rfk" 179 235 63 169 42 51
"Pcsk5" 46 126 62 150 68 81
"Ostf1" 150 176 102 194 44 77
"Nmrk1" 255 393 248 479 196 211
"2410127L17Rik" 1233 1628 873 1934 741 856
"D030056L22Rik" 262 315 110 358 134 125
"Trpm6" 10 12 14 16 8 9
"Rorb" 298 603 397 668 415 349
"Anxa1" 46 71 39 79 21 24
"1500015L24Rik" 0 0 0 0 0 0
"E030003E18Rik" 0 1 0 0 0 0
"C730002L08Rik" 0 0 0 0 0 0
"Aldh1a1" 0 0 0 1 0 1
"Aldh1a7" 1 3 1 2 0 0
"Tmc1" 26 48 10 51 19 18
"4930554I06Rik" 0 0 0 0 0 0
"Zfand5" 496 697 296 801 339 375
"Gda" 23 66 27 97 66 50
"1110059E24Rik" 199 241 106 222 75 82
"Abhd17b" 149 187 95 250 96 98
"Tmem2" 2557 5082 2934 3637 1587 1830
"Trpm3" 101 215 85 403 169 177
"Mir204" 0 0 0 0 0 0
"Klf9" 1424 2420 1301 4706 1834 2224
"Mir1192" 4 8 6 19 5 13
"Smc5" 1771 2768 1397 4600 1875 1941
"Mamdc2" 0 2 2 10 0 6
"1700028P14Rik" 5 1 2 3 0 0
"Ptar1" 248 431 241 648 263 250
"Apba1" 48 89 31 232 105 167
"Fam189a2" 7 23 7 74 34 46
"Tjp2" 3121 4290 2026 4506 1603 1914
"Fxn" 124 140 73 198 96 81
"Pip5k1b" 54 64 29 110 43 57
"Fam122a" 71 79 41 139 46 56
"Tmem252" 4 6 5 10 6 2
"Pgm5" 28 46 39 54 14 36
"Foxd4" 0 7 0 2 1 1
"Cbwd1" 293 358 156 402 137 150
"Snora19" 0 0 0 0 0 0
"Gm38437" 0 0 0 0 0 0
"Mir3084-1" 0 0 0 0 0 0
"Dock8" 10 13 7 19 1 8
"Kank1" 183 342 171 154 79 97
"Dmrt1" 189 222 92 835 300 314
"Dmrt3" 6 12 3 28 15 11
"2610016A17Rik" 2 1 1 0 0 0
"Dmrt2" 6 2 2 1 0 0
"Smarca2" 69 103 54 208 81 84
"4931403E22Rik" 0 1 0 1 0 0
"Gm815" 0 0 0 0 0 0
"Vldlr" 43 129 49 808 332 239
"Kcnv2" 1 1 5 7 5 6
"D19Bwg1357e" 2729 3246 1404 4032 1369 1501
"C030016D13Rik" 3 2 2 4 2 0
"Rfx3" 252 554 280 1005 508 520
"Glis3" 82 169 96 156 59 80
"D930032P07Rik" 16 38 20 46 29 32
"Slc1a1" 43 103 48 666 254 310
"4430402I18Rik" 4 3 2 10 5 3
"Ppapdc2" 9 31 16 81 24 52
"Cdc37l1" 1107 1835 938 3520 1499 1572
"Ak3" 213 328 177 570 260 296
"1700018L02Rik" 3 3 1 5 0 1
"Gm9895" 4 2 6 7 5 2
"Rcl1" 799 950 412 867 263 310
"Mir101b" 0 0 0 0 0 1
"Jak2" 71 100 40 135 52 61
"Insl6" 10 7 6 9 1 1
"Rln1" 7 7 6 3 1 3
"Plgrkt" 25 29 7 14 4 16
"Cd274" 203 327 144 423 231 240
"Pdcd1lg2" 1 6 3 6 0 0
"A930007I19Rik" 9 13 8 24 9 8
"Ric1" 611 965 542 1456 569 697
"Ermp1" 1180 2826 1669 3999 1857 1943
"Mlana" 18 15 9 2 1 3
"9930021J03Rik" 977 1833 977 2507 1002 1195
"Ranbp6" 133 195 95 268 110 97
"Il33" 3 12 4 0 0 1
"Trpd52l3" 1 1 0 1 1 0
"Uhrf2" 425 610 292 829 356 356
"Gldc" 2822 5067 2636 6856 2419 2302
"Mbl2" 3 1 0 1 0 0
"Ppp1r2-ps3" 3 10 0 7 6 5
"Dkk1" 244 603 325 732 395 425
"Prkg1" 25 56 28 61 29 33
"Gm6642" 0 1 0 0 0 1
"Cstf2t" 555 633 250 969 350 341
"8430431K14Rik" 5 14 4 15 9 6
"A1cf" 1 2 0 1 0 0
"Asah2" 7 20 1 1 2 6
"Sgms1" 342 692 348 1017 379 448
"2700046G09Rik" 7 18 5 24 8 12
"Minpp1" 339 605 303 720 297 322
"Papss2" 47 81 57 83 45 63
"Atad1" 757 1529 863 1639 656 657
"Pten" 2690 4491 2398 4281 1707 1966
"Rnls" 3 4 6 19 11 13
"Lipo1" 98 154 87 332 125 145
"Lipf" 0 1 0 0 0 0
"Lipk" 0 0 0 1 0 0
"Lipn" 0 0 0 0 0 0
"Lipm" 2 2 0 1 0 0
"Ankrd22" 3 3 0 1 0 1
"Stambpl1" 29 23 19 94 21 38
"Acta2" 38 64 58 15 8 5
"Fas" 3 8 1 3 5 1
"Ch25h" 0 2 0 1 0 0
"Lipa" 57 102 78 85 41 66
"Ifit2" 27 61 22 24 21 14
"Ifit3" 8 10 7 13 3 13
"Ifit1bl1" 0 1 0 1 0 0
"Ifit3b" 9 22 10 27 32 11
"Ifit1bl2" 10 20 20 26 21 15
"Ifit1" 37 81 49 60 48 33
"Slc16a12" 0 4 1 1 3 0
"Pank1" 217 384 179 665 259 262
"Mir107" 0 2 0 0 1 2
"Kif20b" 3239 4624 2231 6992 2574 2577
"Htr7" 1 5 2 0 0 0
"Rpp30" 75 104 49 105 40 49
"Ankrd1" 5 10 0 4 0 1
"Pcgf5" 95 115 48 100 33 38
"Hectd2" 71 107 73 235 98 148
"1500017E21Rik" 2 5 0 0 1 1
"Ppp1r3c" 2 11 0 4 0 4
"Tnks2" 3531 6798 3677 7053 2767 3357
"Fgfbp3" 4 7 7 2 2 3
"Btaf1" 1824 2950 1580 3792 1603 1572
"Cpeb3" 86 154 76 362 173 137
"A330032B11Rik" 138 308 193 372 173 148
"March5" 1046 1551 766 2168 891 863
"4931408D14Rik" 11 19 6 16 10 5
"Ide" 1141 1567 789 1453 528 653
"Kif11" 2159 2904 1374 4369 1529 1646
"Hhex" 48 78 28 70 23 35
"1700122C19Rik" 3 3 0 0 0 0
"Exoc6" 235 316 164 501 173 196
"Cyp26c1" 5 11 4 4 3 2
"Cyp26a1" 3 10 8 6 4 8
"Myof" 477 755 387 1363 570 684
"Cep55" 1083 1629 806 3843 1399 1428
"Ffar4" 1 1 4 4 1 1
"Rbp4" 5 7 3 11 3 3
"Pde6c" 4 7 1 4 1 3
"Fra10ac1" 209 269 136 365 144 168
"Lgi1" 110 198 109 149 53 48
"Slc35g1" 200 412 242 443 132 178
"Plce1" 105 144 68 280 126 169
"Noc3l" 1311 1762 823 2139 744 795
"Tbc1d12" 45 92 49 158 46 82
"Hells" 6173 8269 3580 12010 4638 4578
"Cyp2c55" 0 2 2 0 1 1
"Cyp2c65" 0 3 1 0 0 0
"Cyp2c66" 0 1 0 3 1 0
"Cyp2c53-ps" 1 5 1 0 1 0
"Cyp2c29" 0 4 0 7 0 2
"Cyp2c38" 0 5 0 0 0 0
"Cyp2c39" 0 0 0 0 0 0
"Cyp2c67" 0 0 0 0 0 0
"Cyp2c68" 0 2 0 0 1 0
"Cyp2c40" 0 0 0 0 1 1
"Cyp2c69" 4 5 1 7 0 3
"Cyp2c37" 0 0 0 0 0 0
"Cyp2c54" 1 0 0 0 0 0
"Cyp2c50" 1 4 0 0 0 1
"Cyp2c70" 0 1 0 2 0 1
"Pdlim1" 301 407 145 405 139 162
"Sorbs1" 298 596 335 777 289 430
"Aldh18a1" 582 718 359 1728 686 683
"Tctn3" 56 130 73 200 105 103
"Entpd1" 4 8 3 5 3 0
"Ccnj" 109 181 76 225 90 94
"E030044B06Rik" 0 6 2 33 20 14
"Mir8092" 0 0 0 0 0 0
"Zfp518a" 975 1745 817 2283 876 891
"Blnk" 3 7 6 6 2 2
"Dntt" 2 1 1 1 0 1
"Opalin" 1 0 0 0 0 0
"Tll2" 1 3 1 1 0 1
"Tm9sf3" 1056 2338 1416 3108 1351 1431
"Pik3ap1" 10 12 5 8 2 2
"Lcor" 233 485 277 715 315 349
"Mir8091" 8 13 4 13 3 9
"Slit1" 10 34 21 44 7 10
"Gm19424" 1 4 4 9 8 5
"Arhgap19" 819 999 421 1259 413 487
"Frat1" 17 26 13 48 16 11
"Frat2" 71 50 29 89 22 48
"Rrp12" 1343 1792 786 2069 685 709
"Pgam1" 5429 5341 1760 3272 695 741
"Exosc1" 259 352 131 406 107 121
"Zdhhc16" 158 293 139 348 168 198
"Mms19" 686 1202 548 1450 564 626
"Ubtd1" 55 65 26 65 34 30
"Ankrd2" 1 2 2 3 1 2
"Hoga1" 17 18 15 19 3 6
"4933411K16Rik" 10 19 8 11 2 9
"Morn4" 81 105 38 159 65 48
"Pi4k2a" 436 581 256 810 299 323
"Avpi1" 196 216 73 158 36 58
"Marveld1" 207 340 163 252 123 105
"Zfyve27" 301 497 279 1036 436 531
"Sfrp5" 30 63 36 42 16 16
"Golga7b" 15 30 17 35 7 16
"Mir3085" 0 0 0 0 0 0
"Crtac1" 25 43 22 101 39 69
"R3hcc1l" 234 319 119 448 159 178
"Loxl4" 6 46 38 49 22 27
"Pyroxd2" 1 3 1 4 3 1
"Hps1" 140 224 101 300 95 140
"Hpse2" 6 17 4 28 9 12
"Cnnm1" 50 60 36 111 50 61
"Got1" 1107 1314 533 1583 518 650
"Nkx2-3" 2 3 1 3 0 0
"Slc25a28" 225 302 160 513 154 213
"BC037704" 5 7 1 5 2 5
"Entpd7" 110 227 144 294 118 154
"Cox15" 307 393 178 433 144 170
"Cutc" 23 19 5 32 10 11
"Abcc2" 48 87 44 35 25 31
"Gm10768" 2 14 9 15 7 6
"Dnmbp" 345 492 213 737 270 307
"Cpn1" 32 52 28 55 18 22
"Cyp2c44" 5 9 3 6 0 0
"Erlin1" 271 582 303 918 364 412
"Chuk" 542 857 371 1196 499 482
"Cwf19l1" 215 301 141 282 123 143
"Bloc1s2" 224 289 100 176 66 68
"Pkd2l1" 16 20 8 14 5 2
"Scd3" 45 97 66 116 64 54
"Scd2" 3256 6557 3676 3470 1226 1120
"Mir5114" 0 0 0 0 0 0
"Scd4" 25 51 20 70 26 36
"Scd1" 433 850 501 270 70 90
"Wnt8b" 8 14 5 13 4 9
"Sec31b" 16 57 17 103 42 70
"Ndufb8" 308 402 159 399 149 166
"Hif1an" 687 864 371 1273 448 511
"Pax2" 2 7 0 4 0 2
"Mir6405" 0 0 0 0 0 0
"1700039E22Rik" 0 0 0 0 3 0
"Fam178a" 1440 2226 1225 4382 1735 2117
"4930414N06Rik" 8 8 5 24 7 7
"Sema4g" 126 224 91 437 163 273
"Mrpl43" 229 259 79 274 78 95
"Peo1" 682 1063 427 1460 523 590
"Lzts2" 405 490 239 585 213 255
"Pdzd7" 13 41 22 36 18 15
"Sfxn3" 153 315 167 362 217 230
"Kazald1" 8 5 5 4 4 1
"Tlx1" 0 3 1 2 1 2
"Lbx1" 6 4 2 1 1 3
"Btrc" 251 379 128 441 205 209
"Poll" 130 136 44 114 40 62
"Dpcd" 50 71 35 82 17 29
"Fbxw4" 32 39 23 79 20 57
"4933429K18Rik" 4 3 2 10 0 4
"Fgf8" 5 11 6 9 2 2
"Npm3" 373 387 135 463 129 100
"Mgea5" 2278 3378 1646 5565 2137 2303
"Kcnip2" 23 45 23 82 30 28
"9130011E15Rik" 273 430 227 1239 489 561
"Hps6" 32 35 11 36 10 12
"Ldb1" 1687 2500 1192 4015 1286 1815
"Pprc1" 3190 5056 2638 6050 2130 2261
"Nolc1" 5826 6428 2554 6454 1955 2089
"Elovl3" 1 4 1 1 1 3
"Pitx3" 0 3 4 0 0 0
"Gbf1" 804 1211 547 1926 697 815
"Nfkb2" 115 157 70 111 53 61
"Psd" 22 38 28 28 20 15
"Fbxl15" 15 11 7 38 4 8
"Cuedc2" 349 424 168 837 250 328
"Mir146b" 0 0 0 0 0 0
"2310034G01Rik" 1 5 0 6 4 4
"Tmem180" 103 218 119 237 85 121
"Actr1a" 432 555 213 569 170 217
"Sufu" 285 482 168 565 164 262
"Trim8" 1140 1557 639 2879 1151 1271
"Arl3" 104 114 45 133 53 37
"Sfxn2" 119 213 127 323 124 119
"Wbp1l" 412 608 307 990 404 423
"Cyp17a1" 2 4 4 16 13 5
"2010012O05Rik" 87 200 120 255 137 129
"As3mt" 56 72 25 130 44 55
"Cnnm2" 569 1182 631 2187 945 1212
"Nt5c2" 504 694 322 709 259 312
"Ina" 643 715 262 438 88 129
"Pcgf6" 425 578 334 783 288 283
"Taf5" 414 512 203 589 208 228
"Usmg5" 77 122 60 101 35 29
"Pdcd11" 3315 4995 2354 5575 2023 2279
"Calhm2" 20 47 29 35 13 14
"Calhm1" 4 5 0 0 0 0
"Neurl1a" 116 206 84 270 114 131
"Sh3pxd2a" 491 856 358 1090 426 546
"Mir6995" 0 0 0 2 3 1
"Obfc1" 178 262 115 343 98 168
"Gm19557" 52 84 46 148 67 94
"Slk" 869 1256 579 2586 936 1043
"Col17a1" 45 102 43 98 21 51
"Sfr1" 1964 1985 693 1929 591 552
"Cfap43" 23 45 21 71 18 26
"Mir8090" 0 0 0 0 1 0
"Gsto1" 82 95 49 122 58 61
"Gsto2" 4 5 3 1 1 3
"Itprip" 23 71 27 97 37 43
"Cfap58" 1 7 0 2 0 0
"Sorcs3" 4 0 2 8 1 1
"Sorcs1" 3 10 5 6 3 5
"Ins1" 0 1 0 0 0 0
"AA387883" 0 3 2 1 0 0
"Xpnpep1" 1276 1441 610 1448 493 506
"Mir6407" 3 3 1 3 0 0
"1700054A03Rik" 0 0 0 0 0 0
"Add3" 329 382 148 657 227 264
"1700001K23Rik" 1 1 1 6 4 3
"Mxi1" 339 470 200 632 202 215
"Smndc1" 982 1353 555 1609 604 646
"5830416P10Rik" 20 52 28 76 38 28
"Dusp5" 62 76 34 63 15 22
"Smc3" 5050 5919 2352 8904 3267 3499
"Rbm20" 37 71 29 103 42 41
"Pdcd4" 398 454 189 783 314 357
"Bbip1" 158 290 167 408 170 187
"Shoc2" 463 613 258 818 340 346
"Adra2a" 11 21 17 21 10 11
"Gpam" 202 394 150 514 202 209
"Tectb" 1 2 1 0 0 0
"Mir6715" 0 0 0 0 0 0
"Gucy2g" 15 13 1 5 1 1
"Acsl5" 266 543 303 679 238 234
"Zdhhc6" 393 621 324 824 348 395
"Vti1a" 147 283 115 411 181 182
"4930552P12Rik" 6 11 5 15 4 12
"Tcf7l2" 211 383 200 526 212 206
"Habp2" 4 2 2 3 2 0
"Nrap" 4 17 1 24 11 8
"Casp7" 41 70 12 230 102 103
"Plekhs1" 2 8 2 28 6 6
"Dclre1a" 201 304 152 450 172 188
"Nhlrc2" 446 663 319 948 369 443
"Adrb1" 5 14 0 44 13 14
"Ccdc186" 570 1027 457 1660 672 786
"Tdrd1" 67 116 67 177 90 112
"Vwa2" 44 110 52 78 30 31
"Afap1l2" 68 81 37 122 52 41
"Ablim1" 99 110 60 631 267 347
"4930449E18Rik" 0 1 0 1 0 0
"B230217O12Rik" 10 13 7 51 11 12
"Fam160b1" 403 657 321 1175 449 591
"Trub1" 376 610 342 963 346 404
"6720468P15Rik" 0 3 0 1 2 0
"Atrnl1" 124 321 186 472 219 235
"Mir5623" 0 0 0 0 1 0
"Gfra1" 76 143 91 155 70 91
"Gm10007" 0 2 3 8 0 1
"Ccdc172" 14 36 20 78 37 48
"1810007D17Rik" 3 7 5 4 2 4
"Pnlip" 3 7 4 5 2 4
"1810018F18Rik" 0 0 0 0 0 0
"Pnliprp1" 1 2 1 1 0 1
"Pnliprp2" 1 3 2 6 0 0
"1700019N19Rik" 1 0 1 2 0 0
"Hspa12a" 54 53 31 109 33 46
"Mir3086" 0 1 0 0 0 0
"Eno4" 22 44 18 41 17 18
"Shtn1" 49 66 36 122 39 50
"Vax1" 1 2 0 0 1 0
"Kcnk18" 7 2 2 1 3 0
"Slc18a2" 37 93 64 116 56 58
"Pdzd8" 1698 3085 1808 3814 1629 1718
"Emx2os" 33 93 49 114 41 62
"Emx2" 2 6 3 13 1 1
"2700089I24Rik" 29 57 30 68 25 36
"Rab11fip2" 86 164 85 330 131 208
"E330013P04Rik" 11 8 7 13 6 6
"Fam204a" 205 256 103 337 138 149
"Prlhr" 3 3 1 2 1 0
"Cacul1" 837 1121 549 1644 612 637
"Nanos1" 72 115 51 74 37 36
"Eif3a" 17488 22813 9957 29582 10748 11499
"Fam45a" 78 109 61 204 70 76
"Sfxn4" 217 539 369 719 373 447
"Prdx3" 173 193 93 221 58 73
"Grk5" 64 97 45 99 24 36
"Zfp950" 395 798 392 1177 565 599
"Gm7102" 499 1006 636 1176 448 489
"Csf2ra" 89 143 97 290 117 144
"LOC100041034" 0 0 0 0 0 0
"LOC664787" 0 0 0 0 0 0
"Csprs" 0 0 0 0 0 0
"Fam171a1" 121 209 104 271 103 124
"Nmt2" 992 1279 576 1290 474 547
"Rpp38" 95 96 34 111 36 30
"Acbd7" 8 1 2 0 0 2
"Olah" 2 0 3 0 0 0
"Meig1" 0 4 0 1 0 0
"Dclre1c" 1288 2233 1161 2252 984 1114
"Suv39h2" 306 395 212 534 173 199
"Hspa14" 1034 1392 511 1566 584 587
"Cdnf" 30 60 23 64 37 38
"Mir466b-2" 0 0 0 0 0 0
"Fam107b" 43 73 36 89 32 36
"1700080N15Rik" 1 2 0 0 0 0
"Frmd4a" 251 335 134 610 248 273
"Prpf18" 424 648 303 638 222 247
"Bend7" 42 41 25 41 18 10
"Sephs1" 658 931 377 993 336 391
"Phyh" 91 115 47 157 56 87
"Ucma" 5 5 3 13 1 4
"Mcm10" 2006 2743 1213 3840 1362 1546
"Optn" 117 182 93 737 244 331
"Ccdc3" 66 136 66 241 83 129
"Camk1d" 440 725 370 1337 508 587
"Mir466d" 0 0 0 2 0 0
"Cdc123" 439 586 257 689 298 300
"Nudt5" 366 457 188 324 90 106
"Sec61a2" 250 557 328 894 340 407
"Dhtkd1" 230 362 167 771 307 402
"Upf2" 1712 2495 1155 3330 1270 1412
"Proser2" 18 27 10 25 7 11
"Gm10857" 27 43 22 61 23 34
"Echdc3" 3 12 2 1 2 3
"A230108P19Rik" 0 3 0 1 2 0
"Usp6nl" 445 634 307 710 294 324
"Celf2" 94 126 73 199 95 62
"5031426D15Rik" 27 89 39 104 42 75
"1700061F12Rik" 0 0 0 1 0 0
"Gata3" 29 42 21 33 12 16
"4930412O13Rik" 0 0 3 1 2 0
"9230102O04Rik" 0 1 0 0 0 0
"Taf3" 874 1138 486 1856 689 694
"Atp5c1" 1208 1582 688 1492 497 575
"Kin" 204 237 98 366 114 118
"Itih2" 4 2 1 1 1 2
"Itih5" 21 63 26 33 15 14
"Sfmbt2" 1671 3114 1597 883 319 312
"Mir466m" 0 1 4 0 0 0
"Mir669f" 0 2 8 1 0 0
"Mir669d" 5 13 8 4 0 1
"Mir669l" 5 13 7 2 2 4
"Mir669d-2" 3 1 1 0 0 0
"Mir297a-3" 0 0 0 0 0 0
"Mir297a-4" 0 0 0 0 0 0
"Mir297a-2" 0 0 0 0 0 0
"Mir466b-4" 0 0 0 0 0 0
"Mir466b-6" 0 0 0 0 0 0
"Mir466b-5" 0 0 0 0 0 0
"Mir466b-7" 0 0 0 0 0 0
"Mir466b-1" 0 0 0 0 0 0
"Mir669a-3" 1 3 2 1 0 0
"Mir669k" 34 78 48 15 4 11
"Mir467a-8" 0 0 0 0 0 0
"Mir467a-2" 0 0 0 0 0 0
"Mir467a-9" 0 0 0 0 0 0
"Mir467a-7" 0 0 0 0 0 0
"Mir467a-5" 0 0 0 0 0 0
"Mir467a-4" 0 0 0 0 0 0
"Mir467a-1" 0 0 0 0 0 0
"Mir466b-8" 0 0 0 0 0 0
"Mir466e" 0 0 0 0 0 0
"Mir669a-2" 1 1 0 0 0 1
"Mir669a-1" 0 0 0 0 0 1
"Mir669g" 3 20 15 9 0 1
"Mir669j" 9 18 17 13 1 7
"Mir467b" 0 1 0 0 0 0
"Gm25285" 0 0 0 0 0 0
"Mir466c-2" 0 0 0 0 0 0
"Mir466c-1" 0 0 0 0 0 0
"Mir467a-10" 0 0 0 0 0 0
"Mir467a-3" 0 0 0 0 0 0
"Mir467a-6" 0 0 0 0 0 0
"Mir466b-3" 0 0 0 0 1 0
"Mir467d" 0 1 0 0 0 0
"Mir297b" 0 0 0 0 0 0
"Mir669o" 1 4 0 0 0 1
"Mir466g" 0 0 1 1 0 0
"Mir466l" 3 8 11 2 2 0
"Mir669i" 5 6 5 4 3 1
"Prkcq" 2 0 1 8 0 4
"8030442B05Rik" 8 6 3 25 12 10
"Gm13293" 0 4 0 0 0 0
"Pfkfb3" 274 458 267 527 220 224
"Rbm17" 2334 2458 893 2340 705 770
"Il2ra" 114 297 154 381 200 209
"Il15ra" 2 10 1 6 0 1
"Fbxo18" 300 494 189 893 369 444
"Ankrd16" 119 277 102 379 135 162
"Itga8" 16 65 33 107 40 15
"E030013I19Rik" 0 0 0 1 0 0
"Fam188a" 188 239 109 240 103 72
"Pter" 14 24 8 22 8 7
"C1ql3" 0 7 0 2 1 0
"Rsu1" 323 368 178 422 158 158
"Cubn" 64 136 66 203 70 95
"Trdmt1" 33 57 21 65 29 31
"Vim" 1025 1171 459 675 176 164
"St8sia6" 16 38 15 269 108 162
"Hacd1" 26 59 36 65 21 22
"Stamos" 4 0 0 7 0 1
"Stam" 439 591 291 547 240 299
"Tmem236" 17 35 22 38 31 25
"Mrc1" 15 27 13 28 5 13
"Mir511" 0 0 0 0 0 0
"Slc39a12" 0 0 0 1 0 0
"Cacnb2" 10 26 21 24 1 14
"Gm13315" 13 13 7 9 5 7
"Nsun6" 108 127 93 314 135 154
"Arl5b" 270 492 274 585 192 280
"Plxdc2" 327 670 397 452 160 192
"4930515L03Rik" 0 0 0 0 0 0
"Nebl" 2 8 3 29 11 16
"Mir6419" 0 0 0 2 0 0
"H2afb1" 0 0 0 0 0 0
"A930004D18Rik" 14 30 5 73 21 26
"Gm17762" 8 6 5 20 6 1
"Skida1" 21 31 14 45 23 31
"Mllt10" 867 1527 708 3810 1491 1757
"Mir7655" 0 0 0 0 1 1
"Dnajc1" 320 576 317 962 435 463
"Commd3" 104 125 54 156 58 37
"Bmi1" 120 203 94 342 118 143
"Spag6l" 0 3 1 0 0 0
"Gm3363" 0 0 0 0 0 0
"Carlr" 0 3 0 0 0 2
"Pip4k2a" 78 135 66 251 91 64
"4930426L09Rik" 1 0 0 0 2 0
"Armc3" 1 4 0 2 0 0
"4930447M23Rik" 0 2 2 1 0 0
"Msrb2" 72 78 30 112 30 32
"Ptf1aos" 0 0 0 2 0 0
"Ptf1a" 0 1 0 0 0 0
"4921504E06Rik" 0 0 0 0 0 2
"Gm3230" 5 10 3 19 7 10
"Otud1" 97 127 60 264 86 100
"Etl4" 2841 4729 2346 11158 4698 5311
"Arhgap21" 1560 2700 1436 3483 1352 1531
"Gm13375" 24 43 21 43 14 18
"Enkur" 1 2 0 5 1 3
"Thnsl1" 66 95 35 159 53 71
"Gpr158" 3 6 2 4 0 0
"Myo3a" 6 3 3 2 0 1
"Gad2" 83 169 119 190 96 119
"Mir3967" 0 0 0 0 0 0
"Apbb1ip" 4 0 0 2 0 2
"Pdss1" 116 218 103 268 119 125
"Abi1" 392 666 317 824 316 363
"Acbd5" 354 685 350 719 285 325
"Mastl" 658 1081 573 1357 572 557
"Yme1l1" 2211 3330 1596 4570 1766 1947
"4931423N10Rik" 6 8 6 13 10 6
"Nxph2" 0 0 0 0 0 0
"Spopl" 141 247 140 426 168 199
"Hnmt" 1 3 0 1 0 0
"Tbpl2" 0 2 0 2 0 0
"Il1f8" 0 0 0 0 0 0
"Il1f9" 32 103 37 90 31 53
"Il1f6" 0 0 0 0 0 0
"Il1f5" 5 1 0 1 0 1
"Il1f10" 0 1 0 3 0 0
"Il1rn" 26 50 28 66 26 47
"Psd4" 95 134 76 163 67 77
"Pax8" 34 46 11 103 35 31
"Cacna1b" 202 395 199 536 218 286
"Ehmt1" 1663 2424 1151 2960 1106 1108
"Arrdc1" 39 89 39 81 20 45
"Zmynd19" 828 959 366 1084 384 394
"Dph7" 248 375 171 363 161 188
"Mrpl41" 86 61 20 107 34 26
"Pnpla7" 213 426 201 1323 527 736
"Nsmf" 42 51 26 82 31 35
"Mir7664" 0 0 0 1 0 0
"Entpd8" 0 3 1 0 0 0
"Noxa1" 0 2 0 2 1 0
"Nrarp" 11 8 9 8 5 7
"Tor4a" 363 556 262 459 200 234
"Nelfb" 332 421 197 519 165 148
